Game_ID,Game_Name,Genre,Platform,Country,Region,Player_ID,Age_Group,Gender,Device,Play_Date,Session_Duration_Min,Daily_Active_Users,Monthly_Active_Users,Revenue_USD,In_App_Purchases_USD,Purchases_Count,Average_Purchase_Value,Retention_Rate,Game_Rating,Tournament,Premium_User
G008,Undawn,RPG,PC,Pakistan,Asia,P006351,18-24,Male,PC,2025-12-26,33,348998,3838978,147464.43,117523.06,2526,46.53,35.99,3.6,No,No
G008,PUBG Mobile,Battle Royale,Mobile,Germany,Europe,P006352,25-34,Male,PC,2025-06-19,97,115908,927264,53519.41,28633.07,4692,6.1,90.47,3.9,No,No
G001,Arena of Valor,MOBA,PC,Pakistan,Asia,P006353,35-44,Male,Android,2025-11-27,94,455876,3647008,147153.04,84347.94,611,138.05,54.93,3.5,No,Yes
G006,League of Legends,MOBA,Mobile,South Korea,Asia,P006354,35-44,Female,iOS,2025-05-31,159,160584,1284672,120821.23,83307.05,2522,33.03,68.15,4.9,Yes,Yes
G007,Call of Duty Mobile,FPS,PC,UK,Europe,P006355,25-34,Female,iOS,2026-05-08,89,5647,95999,56364.38,29710.26,628,47.31,76.77,4.4,Yes,Yes
G002,PUBG Mobile,Battle Royale,PC,Pakistan,Asia,P006356,35-44,Female,Android,2025-02-27,109,173931,2782896,135011.94,64807.17,2847,22.76,81.76,3.7,No,Yes
G002,League of Legends,MOBA,PC,India,Asia,P006357,13-17,Female,iOS,2025-02-07,59,357421,6433578,95852.2,54443.86,1211,44.96,83.88,4.4,No,Yes
G003,Speed Drifters,Racing,Mobile,Japan,Asia,P006358,45+,Male,iOS,2026-03-10,168,118617,593085,168144.27,67463.26,1399,48.22,63.94,4.3,No,No
G005,PUBG Mobile,Battle Royale,Mobile,India,Asia,P006359,25-34,Male,Android,2026-01-06,187,147429,2653722,166959.15,80378.64,2218,36.24,84.21,4.8,Yes,No
G010,Honor of Kings,MOBA,Mobile,Brazil,South America,P006360,35-44,Female,iOS,2026-04-12,120,122503,1592539,205715.5,155943.55,3055,51.05,82.25,4.5,No,No
G007,Speed Drifters,Racing,Mobile,Japan,Asia,P006361,13-17,Male,Android,2026-03-17,213,312951,4068363,174969.66,137343.17,3275,41.94,72.91,4.5,Yes,No
G003,Arena of Valor,MOBA,Mobile,Brazil,South America,P006362,13-17,Male,Android,2025-07-21,218,209079,2927106,70424.72,35282.94,2296,15.37,27.51,4.9,Yes,Yes
G002,League of Legends,MOBA,Mobile,South Korea,Asia,P006363,13-17,Female,PC,2025-02-14,89,218178,2836314,101747.84,88277.17,788,112.03,63.9,4.1,Yes,No
G002,League of Legends,MOBA,PC,USA,North America,P006364,18-24,Female,Android,2025-12-06,233,473929,7582864,91577.76,67492.22,4439,15.2,59.27,4.8,No,No
G005,PUBG Mobile,Battle Royale,PC,Japan,Asia,P006365,35-44,Female,Android,2025-11-01,199,480354,3842832,129782.94,109481.13,2216,49.4,57.52,3.8,Yes,No
G009,Call of Duty Mobile,FPS,Mobile,Pakistan,Asia,P006366,45+,Female,Android,2026-06-20,74,250531,2254779,193153.05,173337.33,2293,75.59,88.49,4.5,No,No
G002,PUBG Mobile,Battle Royale,PC,UK,Europe,P006367,13-17,Female,PC,2026-02-16,102,61778,864892,38725.12,34203.59,1834,18.65,27.51,4.0,No,Yes
G004,League of Legends,MOBA,PC,India,Asia,P006368,35-44,Male,PC,2025-09-07,120,298458,5073786,87360.32,63785.76,1892,33.71,79.71,3.7,Yes,No
G005,Valorant,FPS,Mobile,China,Asia,P006369,18-24,Female,PC,2026-06-15,73,370724,3336516,59281.74,51337.02,2510,20.45,56.46,5.0,Yes,Yes
G009,PUBG Mobile,Battle Royale,PC,Brazil,South America,P006370,25-34,Male,iOS,2025-04-04,193,465036,5580432,60193.17,44077.56,4844,9.1,81.05,4.5,No,No
G008,Valorant,FPS,PC,Germany,Europe,P006371,13-17,Female,PC,2025-02-22,28,252975,4047600,179906.4,127907.15,4697,27.23,49.92,4.8,Yes,Yes
G002,PUBG Mobile,Battle Royale,PC,Japan,Asia,P006372,18-24,Male,iOS,2025-02-14,85,307506,6150120,48242.02,41973.54,220,190.79,44.64,4.2,No,No
G004,Speed Drifters,Racing,Mobile,Indonesia,Asia,P006373,25-34,Female,PC,2025-12-25,167,219345,3948210,157526.19,137712.34,2640,52.16,26.15,4.8,Yes,No
G010,League of Legends,MOBA,PC,India,Asia,P006374,18-24,Female,iOS,2025-05-05,53,229156,4583120,201748.53,167479.45,1438,116.47,70.9,4.7,No,Yes
G009,League of Legends,MOBA,PC,Pakistan,Asia,P006375,13-17,Female,PC,2025-02-11,5,336601,6732020,71226.06,41652.72,1975,21.09,57.01,3.6,Yes,Yes
G009,Call of Duty Mobile,FPS,PC,Germany,Europe,P006376,35-44,Female,Android,2026-04-26,64,370883,4450596,200495.66,91077.35,1394,65.34,30.46,4.9,No,No
G003,League of Legends,MOBA,PC,China,Asia,P006377,35-44,Female,iOS,2025-04-19,232,120205,601025,9114.68,6713.21,2554,2.63,88.22,4.3,No,No
G003,Undawn,RPG,PC,Indonesia,Asia,P006378,25-34,Male,PC,2025-08-28,168,116504,1980568,243862.89,218687.63,3000,72.9,90.65,4.8,No,No
G006,Undawn,RPG,Mobile,Pakistan,Asia,P006379,13-17,Female,iOS,2025-07-21,189,248199,3474786,103221.1,77247.78,4991,15.48,84.74,4.3,Yes,Yes
G010,Arena of Valor,MOBA,Mobile,Indonesia,Asia,P006380,25-34,Female,Android,2025-06-14,7,66603,732633,6464.11,4812.12,1465,3.28,54.67,4.3,No,No
G010,Speed Drifters,Racing,PC,Japan,Asia,P006381,35-44,Female,PC,2025-11-04,12,438331,7451627,140126.36,87189.91,3974,21.94,25.48,5.0,Yes,Yes
G004,League of Legends,MOBA,Mobile,UK,Europe,P006382,18-24,Male,Android,2025-07-09,214,9776,166192,52047.79,24788.24,2499,9.92,47.9,4.6,Yes,Yes
G006,Valorant,FPS,Mobile,Japan,Asia,P006383,13-17,Male,PC,2025-01-08,38,127226,1781164,245365.09,103164.96,864,119.4,34.11,3.7,Yes,No
G003,League of Legends,MOBA,Mobile,Indonesia,Asia,P006384,13-17,Female,PC,2025-06-18,85,251258,4522644,58000.19,48154.04,3825,12.59,54.35,4.8,No,Yes
G001,Call of Duty Mobile,FPS,PC,South Korea,Asia,P006385,45+,Female,PC,2025-08-29,139,38787,387870,91743.41,81537.0,3209,25.41,88.41,4.4,Yes,Yes
G008,Speed Drifters,Racing,PC,South Korea,Asia,P006386,45+,Male,PC,2025-03-22,63,208697,3130455,246380.19,214766.87,3884,55.3,90.72,4.4,Yes,Yes
G003,Chess Rush,Strategy,Mobile,South Korea,Asia,P006387,35-44,Male,Android,2026-03-06,176,29531,383903,29161.67,21397.86,1578,13.56,52.97,4.2,No,Yes
G005,Arena of Valor,MOBA,Mobile,Pakistan,Asia,P006388,35-44,Female,iOS,2025-01-15,164,403710,6055650,221579.75,195762.39,52,3764.66,75.96,4.1,Yes,Yes
G007,Call of Duty Mobile,FPS,PC,India,Asia,P006389,45+,Female,iOS,2026-03-13,47,360112,5761792,130732.37,104045.4,3294,31.59,89.3,4.1,Yes,No
G010,Speed Drifters,Racing,PC,Brazil,South America,P006390,45+,Female,PC,2026-06-15,75,188670,943350,155386.42,89377.39,1376,64.95,39.52,3.8,Yes,Yes
G006,Speed Drifters,Racing,PC,USA,North America,P006391,45+,Male,PC,2025-12-07,187,243924,1707468,41175.58,23103.06,25,924.12,59.48,3.9,Yes,No
G008,League of Legends,MOBA,PC,Germany,Europe,P006392,25-34,Male,Android,2025-12-07,160,92530,1202890,169865.22,89883.89,3842,23.4,34.31,3.8,No,No
G003,Chess Rush,Strategy,Mobile,Indonesia,Asia,P006393,25-34,Male,Android,2025-10-04,124,208725,1878525,247768.12,152165.98,2769,54.95,72.88,3.7,Yes,No
G005,Honor of Kings,MOBA,PC,China,Asia,P006394,13-17,Female,Android,2026-03-22,206,248471,1987768,203511.71,91027.87,1962,46.4,52.1,4.4,No,Yes
G010,Speed Drifters,Racing,Mobile,China,Asia,P006395,13-17,Male,iOS,2025-08-27,52,190410,1904100,62692.25,35095.0,2932,11.97,78.12,4.5,No,Yes
G002,Honor of Kings,MOBA,PC,Pakistan,Asia,P006396,18-24,Male,iOS,2025-01-26,135,267776,2142208,110242.04,96671.79,4252,22.74,26.51,3.5,Yes,No
G008,Speed Drifters,Racing,PC,Indonesia,Asia,P006397,18-24,Male,Android,2025-05-01,96,153216,2298240,83126.01,36667.7,723,50.72,41.81,4.8,No,Yes
G008,Speed Drifters,Racing,PC,India,Asia,P006398,35-44,Male,iOS,2026-03-07,153,353786,4599218,186698.74,132636.99,461,287.72,68.33,4.4,No,Yes
G005,Speed Drifters,Racing,PC,Pakistan,Asia,P006399,18-24,Male,Android,2026-03-23,124,386478,3091824,82089.38,44069.95,2276,19.36,35.23,4.0,No,No
G010,CrossFire,FPS,Mobile,India,Asia,P006400,25-34,Female,iOS,2026-03-06,65,363128,5446920,196266.69,82031.26,3961,20.71,35.69,3.7,No,No
G003,CrossFire,FPS,PC,Indonesia,Asia,P006401,13-17,Female,PC,2025-11-27,142,200634,3611412,175154.91,121524.65,3121,38.94,72.14,3.9,Yes,Yes
G010,Speed Drifters,Racing,Mobile,Indonesia,Asia,P006402,13-17,Female,iOS,2026-06-16,147,466253,4196277,27066.1,19611.56,430,45.61,27.17,4.3,Yes,Yes
G001,PUBG Mobile,Battle Royale,Mobile,China,Asia,P006403,25-34,Male,PC,2026-01-14,49,322764,4841460,99735.42,59601.1,3559,16.75,30.8,4.9,Yes,No
G003,CrossFire,FPS,Mobile,Germany,Europe,P006404,35-44,Female,iOS,2026-02-14,173,425047,4675517,238722.25,174397.89,3851,45.29,60.58,4.8,No,No
G004,CrossFire,FPS,Mobile,USA,North America,P006405,25-34,Female,PC,2025-11-14,164,320729,3528019,164697.22,78934.79,731,107.98,46.06,3.9,Yes,Yes
G002,Arena of Valor,MOBA,PC,USA,North America,P006406,35-44,Male,iOS,2025-01-15,184,313839,3766068,189248.03,149540.4,4216,35.47,36.86,3.7,No,No
G004,Valorant,FPS,PC,China,Asia,P006407,18-24,Male,iOS,2025-09-13,81,425274,7229658,107475.87,56384.5,2617,21.55,64.87,3.8,Yes,Yes
G006,Valorant,FPS,PC,UK,Europe,P006408,25-34,Male,PC,2025-11-01,205,460180,3681440,162358.86,129101.16,3164,40.8,75.23,3.8,Yes,No
G004,Undawn,RPG,Mobile,UK,Europe,P006409,13-17,Female,iOS,2026-01-20,68,236483,1418898,49181.38,23903.87,3109,7.69,85.18,3.7,Yes,No
G005,Arena of Valor,MOBA,Mobile,Germany,Europe,P006410,35-44,Female,PC,2025-11-10,234,480217,5762604,161825.78,76573.65,2656,28.83,59.97,4.4,Yes,No
G001,Undawn,RPG,Mobile,China,Asia,P006411,45+,Male,iOS,2025-12-01,34,243920,3902720,26527.51,16291.04,213,76.48,89.29,4.4,Yes,Yes
G003,Chess Rush,Strategy,PC,South Korea,Asia,P006412,18-24,Female,Android,2025-02-22,128,464484,3251388,177442.74,136035.6,4789,28.41,35.59,4.4,Yes,No
G007,Speed Drifters,Racing,Mobile,China,Asia,P006413,13-17,Female,PC,2026-04-23,52,327967,5903406,120913.87,66496.23,4019,16.55,40.87,4.8,Yes,Yes
G005,Valorant,FPS,PC,Japan,Asia,P006414,45+,Female,iOS,2026-02-03,134,370044,7400880,139556.28,70517.5,68,1037.02,87.92,4.1,Yes,Yes
G007,CrossFire,FPS,Mobile,Germany,Europe,P006415,25-34,Female,PC,2026-01-18,124,439581,6154134,175955.87,80255.77,3067,26.17,85.88,3.8,Yes,Yes
G001,Chess Rush,Strategy,PC,USA,North America,P006416,25-34,Male,iOS,2025-11-16,160,209260,1464820,182990.64,103145.33,2342,44.04,36.74,4.3,No,No
G006,Chess Rush,Strategy,Mobile,China,Asia,P006417,18-24,Male,Android,2025-12-20,69,163652,1472868,202606.18,153014.37,4934,31.01,34.67,3.6,Yes,Yes
G002,PUBG Mobile,Battle Royale,Mobile,Pakistan,Asia,P006418,35-44,Male,PC,2025-04-06,183,149031,894186,164375.87,92773.18,3283,28.26,35.79,4.2,No,Yes
G002,Valorant,FPS,PC,Indonesia,Asia,P006419,35-44,Male,Android,2025-09-20,52,412562,6600992,38436.59,24934.6,4887,5.1,57.85,3.9,Yes,Yes
G007,Undawn,RPG,PC,USA,North America,P006420,35-44,Female,Android,2025-02-28,97,36900,221400,115423.23,57040.82,2630,21.69,29.34,4.6,No,Yes
G004,PUBG Mobile,Battle Royale,Mobile,India,Asia,P006421,45+,Female,PC,2026-05-13,46,37360,597760,147015.72,102893.14,4411,23.33,73.41,4.9,No,Yes
G008,Call of Duty Mobile,FPS,Mobile,UK,Europe,P006422,35-44,Female,iOS,2025-10-03,204,387493,7749860,123824.83,91240.45,2336,39.06,35.97,4.5,No,No
G009,League of Legends,MOBA,Mobile,Pakistan,Asia,P006423,25-34,Female,iOS,2025-05-03,218,269193,4037895,45733.17,29523.55,2024,14.59,83.09,4.0,No,No
G001,Honor of Kings,MOBA,Mobile,Japan,Asia,P006424,25-34,Male,PC,2025-09-17,47,36224,434688,216518.88,107263.14,3665,29.27,57.58,3.6,No,Yes
G008,Undawn,RPG,PC,Indonesia,Asia,P006425,25-34,Female,Android,2025-03-23,19,39619,396190,115618.73,67723.74,3212,21.08,90.99,3.8,Yes,No
G001,PUBG Mobile,Battle Royale,Mobile,China,Asia,P006426,13-17,Female,iOS,2025-11-15,190,269418,3233016,179129.81,117211.97,708,165.55,55.01,4.0,Yes,Yes
G004,CrossFire,FPS,PC,South Korea,Asia,P006427,13-17,Female,iOS,2025-05-07,237,219489,3731313,104139.05,84359.2,1676,50.33,73.1,4.5,Yes,Yes
G004,PUBG Mobile,Battle Royale,PC,Japan,Asia,P006428,13-17,Female,iOS,2025-10-30,186,122633,2452660,170446.11,133769.33,2885,46.37,46.13,4.7,No,Yes
G001,Speed Drifters,Racing,PC,USA,North America,P006429,25-34,Male,iOS,2025-10-14,111,358509,6453162,23835.35,16234.23,2841,5.71,75.08,4.2,No,Yes
G002,Chess Rush,Strategy,PC,Brazil,South America,P006430,13-17,Male,PC,2025-12-02,240,70405,1196885,126684.39,98844.57,3913,25.26,90.89,4.7,No,No
G008,Chess Rush,Strategy,PC,China,Asia,P006431,13-17,Female,PC,2026-06-22,194,52158,678054,32949.08,14917.26,4994,2.99,32.0,3.5,Yes,No
G005,Honor of Kings,MOBA,PC,Indonesia,Asia,P006432,45+,Male,Android,2026-03-12,69,490166,4901660,4840.93,2640.32,3240,0.81,81.09,4.3,No,Yes
G001,Honor of Kings,MOBA,PC,Brazil,South America,P006433,25-34,Male,Android,2025-10-29,215,138510,1523610,239564.72,169981.67,4683,36.3,65.44,4.4,No,Yes
G001,CrossFire,FPS,PC,Germany,Europe,P006434,35-44,Female,Android,2025-07-31,12,280350,1682100,125246.74,103511.08,1521,68.05,53.88,4.3,Yes,No
G003,League of Legends,MOBA,Mobile,South Korea,Asia,P006435,45+,Female,iOS,2025-05-11,46,263286,3159432,99760.94,45154.71,2292,19.7,43.24,4.1,Yes,No
G002,Chess Rush,Strategy,Mobile,South Korea,Asia,P006436,45+,Male,iOS,2025-12-05,45,418949,7122133,249912.68,189905.24,3407,55.74,78.75,4.0,Yes,Yes
G002,Chess Rush,Strategy,PC,Pakistan,Asia,P006437,35-44,Male,PC,2026-06-11,107,157060,1099420,225115.31,97404.99,4125,23.61,35.84,4.5,No,No
G005,PUBG Mobile,Battle Royale,PC,Germany,Europe,P006438,35-44,Female,Android,2026-01-09,209,347299,4167588,100507.56,61787.22,421,146.76,52.78,4.8,Yes,No
G004,Honor of Kings,MOBA,Mobile,China,Asia,P006439,25-34,Female,PC,2025-07-03,49,284039,2840390,91494.93,46432.02,1779,26.1,45.06,4.7,Yes,Yes
G006,Honor of Kings,MOBA,PC,Indonesia,Asia,P006440,25-34,Female,PC,2025-03-21,93,16727,250905,84664.06,58562.38,1253,46.74,44.36,4.1,Yes,No
G003,League of Legends,MOBA,PC,Japan,Asia,P006441,35-44,Female,iOS,2026-04-05,172,67441,876733,41888.09,22087.38,2371,9.32,91.85,3.6,No,No
G006,Undawn,RPG,PC,India,Asia,P006442,25-34,Male,Android,2025-01-31,11,20187,262431,167674.86,102184.08,2075,49.25,76.59,4.7,Yes,Yes
G006,Speed Drifters,Racing,Mobile,Brazil,South America,P006443,18-24,Female,Android,2025-04-29,212,269507,1886549,129876.36,80039.64,567,141.16,87.07,4.0,Yes,No
G004,League of Legends,MOBA,PC,Indonesia,Asia,P006444,13-17,Female,iOS,2026-06-13,222,224727,2022543,15299.92,6239.25,2851,2.19,44.22,4.3,Yes,Yes
G006,Honor of Kings,MOBA,Mobile,India,Asia,P006445,45+,Female,iOS,2026-04-11,22,156039,3120780,124265.01,54140.45,3104,17.44,66.1,4.2,Yes,Yes
G003,PUBG Mobile,Battle Royale,Mobile,Pakistan,Asia,P006446,25-34,Female,PC,2026-02-11,133,462675,6940125,144777.63,94692.37,620,152.73,60.09,5.0,No,Yes
G004,Speed Drifters,Racing,Mobile,USA,North America,P006447,45+,Female,iOS,2026-03-31,187,452769,7697073,244631.75,174054.16,4175,41.69,69.82,4.8,No,No
G009,Undawn,RPG,Mobile,Pakistan,Asia,P006448,25-34,Male,Android,2025-11-30,22,166913,1335304,93277.7,54286.71,739,73.46,46.81,3.5,Yes,Yes
G006,Valorant,FPS,Mobile,China,Asia,P006449,13-17,Male,Android,2025-06-02,43,124316,1118844,119620.02,86122.92,1844,46.7,85.12,4.9,Yes,Yes
G001,League of Legends,MOBA,PC,USA,North America,P006450,13-17,Male,PC,2026-02-02,140,60444,543996,57742.17,49874.09,2190,22.77,54.46,3.6,No,No
G010,Undawn,RPG,PC,South Korea,Asia,P006451,18-24,Male,Android,2025-12-21,81,437328,4810608,228000.71,199371.16,4575,43.58,68.62,4.9,Yes,Yes
G004,Valorant,FPS,Mobile,UK,Europe,P006452,35-44,Female,PC,2025-09-12,123,53280,905760,178466.36,95454.21,2953,32.32,67.06,4.5,Yes,Yes
G003,Call of Duty Mobile,FPS,PC,South Korea,Asia,P006453,45+,Male,iOS,2025-09-24,141,92272,1291808,174221.73,97243.86,819,118.73,53.86,4.8,Yes,No
G005,Undawn,RPG,PC,USA,North America,P006454,25-34,Male,Android,2025-02-26,195,463486,4634860,186956.91,113179.84,4606,24.57,45.35,4.4,Yes,No
G003,Arena of Valor,MOBA,PC,USA,North America,P006455,25-34,Female,PC,2026-06-14,148,55796,836940,194285.76,172430.25,1578,109.27,28.06,4.7,Yes,No
G002,Undawn,RPG,Mobile,Pakistan,Asia,P006456,25-34,Male,iOS,2025-01-24,160,423247,8041693,205968.41,175659.67,1571,111.81,78.22,3.6,No,No
G007,Speed Drifters,Racing,PC,Brazil,South America,P006457,25-34,Male,iOS,2025-01-31,140,326203,6524060,74255.78,61298.5,454,135.02,34.07,4.2,Yes,Yes
G005,PUBG Mobile,Battle Royale,Mobile,Brazil,South America,P006458,18-24,Male,Android,2026-03-29,215,275908,2759080,237963.76,114775.96,194,591.63,46.83,4.5,Yes,Yes
G006,PUBG Mobile,Battle Royale,PC,South Korea,Asia,P006459,35-44,Male,PC,2026-03-31,59,121869,974952,107731.06,48415.25,3466,13.97,78.1,3.8,Yes,No
G008,League of Legends,MOBA,Mobile,Brazil,South America,P006460,13-17,Male,iOS,2026-03-25,36,207542,1452794,26322.78,20682.61,753,27.47,45.32,4.3,Yes,Yes
G008,Call of Duty Mobile,FPS,Mobile,Pakistan,Asia,P006461,25-34,Female,iOS,2025-11-17,136,102351,1330563,27208.48,11330.06,2312,4.9,84.63,4.7,No,Yes
G010,Valorant,FPS,PC,UK,Europe,P006462,45+,Female,Android,2025-04-06,167,385659,3470931,156361.31,127356.62,3442,37.0,62.77,4.5,No,Yes
G002,Valorant,FPS,PC,Germany,Europe,P006463,18-24,Male,iOS,2025-01-31,230,421690,2530140,237174.04,121853.58,2717,44.85,88.87,4.0,No,No
G006,League of Legends,MOBA,Mobile,India,Asia,P006464,35-44,Male,iOS,2025-04-15,162,50887,661531,86578.58,77290.46,3159,24.47,53.69,5.0,Yes,No
G003,Call of Duty Mobile,FPS,Mobile,India,Asia,P006465,45+,Female,Android,2025-01-24,17,439689,8793780,152866.39,135840.58,4657,29.17,53.3,3.8,Yes,Yes
G008,Speed Drifters,Racing,PC,Brazil,South America,P006466,45+,Male,Android,2026-04-25,160,209442,3979398,43351.8,36961.82,1443,25.61,46.46,4.4,Yes,No
G010,Call of Duty Mobile,FPS,Mobile,Brazil,South America,P006467,13-17,Female,iOS,2026-01-24,23,110207,1763312,134827.89,115919.27,2858,40.56,75.02,4.6,Yes,No
G005,Valorant,FPS,Mobile,India,Asia,P006468,35-44,Female,Android,2026-01-12,99,123173,1354903,214043.85,154629.58,4144,37.31,66.39,4.1,No,Yes
G007,Honor of Kings,MOBA,Mobile,South Korea,Asia,P006469,13-17,Male,PC,2026-01-09,217,354577,3191193,2249.91,1932.72,563,3.43,65.19,3.9,No,No
G004,PUBG Mobile,Battle Royale,Mobile,USA,North America,P006470,13-17,Male,iOS,2025-06-26,45,409069,7363242,122120.73,51611.59,4908,10.52,54.07,4.5,No,No
G009,Valorant,FPS,Mobile,Brazil,South America,P006471,13-17,Female,Android,2026-04-12,57,439853,7477501,51683.56,29140.37,2261,12.89,27.02,3.6,Yes,Yes
G009,Valorant,FPS,PC,Brazil,South America,P006472,18-24,Male,iOS,2025-08-23,149,474414,4269726,81887.1,38229.05,3103,12.32,77.61,4.5,Yes,Yes
G003,Valorant,FPS,Mobile,Indonesia,Asia,P006473,13-17,Female,Android,2025-06-03,27,166561,2498415,164617.85,96538.29,2716,35.54,29.21,3.9,No,No
G008,Speed Drifters,Racing,Mobile,Indonesia,Asia,P006474,35-44,Female,PC,2026-04-11,37,258334,4391678,138129.16,121947.36,3908,31.2,88.8,4.0,No,Yes
G009,Arena of Valor,MOBA,Mobile,South Korea,Asia,P006475,35-44,Male,Android,2025-10-10,215,265529,1327645,105690.17,89531.83,3701,24.19,66.03,5.0,No,Yes
G006,Chess Rush,Strategy,PC,Indonesia,Asia,P006476,18-24,Female,PC,2025-05-22,134,174269,1394152,233465.09,185206.73,2614,70.85,77.7,4.2,Yes,No
G004,Arena of Valor,MOBA,Mobile,India,Asia,P006477,18-24,Female,PC,2025-11-17,222,119811,1557543,155445.81,90903.82,3662,24.82,67.69,4.5,Yes,No
G001,CrossFire,FPS,Mobile,Pakistan,Asia,P006478,18-24,Male,PC,2025-01-30,72,491947,3935576,69628.93,36421.98,403,90.38,45.55,4.1,No,Yes
G010,Valorant,FPS,PC,Japan,Asia,P006479,45+,Female,iOS,2026-06-22,80,37465,674370,41796.65,29018.72,4688,6.19,75.67,3.8,Yes,Yes
G007,CrossFire,FPS,PC,Pakistan,Asia,P006480,35-44,Female,Android,2026-06-09,175,454182,5450184,223256.47,172722.44,4891,35.31,66.66,4.2,No,Yes
G009,CrossFire,FPS,Mobile,Japan,Asia,P006481,13-17,Female,PC,2026-02-05,28,162978,814890,207883.09,174233.68,1140,152.84,53.64,3.9,No,No
G005,Honor of Kings,MOBA,PC,Japan,Asia,P006482,18-24,Female,iOS,2025-10-26,216,8745,69960,45194.25,18114.38,3861,4.69,53.26,4.0,Yes,Yes
G007,Undawn,RPG,PC,Indonesia,Asia,P006483,35-44,Male,iOS,2026-06-03,104,47915,574980,8478.69,7243.53,4992,1.45,34.11,3.7,Yes,No
G008,Undawn,RPG,Mobile,Germany,Europe,P006484,13-17,Female,PC,2025-04-11,116,437675,8315825,185252.06,94665.01,2708,34.96,59.31,4.7,No,No
G010,League of Legends,MOBA,PC,UK,Europe,P006485,13-17,Male,Android,2025-10-21,80,299662,5693578,90543.01,74798.8,3965,18.86,83.21,4.0,No,Yes
G003,Speed Drifters,Racing,PC,Germany,Europe,P006486,45+,Female,Android,2025-02-18,109,467670,3741360,68857.76,59204.75,1196,49.5,75.48,4.8,No,No
G008,PUBG Mobile,Battle Royale,PC,USA,North America,P006487,13-17,Female,iOS,2025-09-17,220,63809,319045,164684.17,126118.27,1352,93.28,29.99,4.1,No,No
G009,Speed Drifters,Racing,Mobile,India,Asia,P006488,35-44,Male,PC,2025-03-08,226,296321,5926420,55341.38,29842.44,4909,6.08,75.66,4.5,No,Yes
G009,Undawn,RPG,PC,China,Asia,P006489,25-34,Male,iOS,2025-03-04,160,423316,2539896,177484.19,102716.09,1480,69.4,48.41,3.7,Yes,No
G001,PUBG Mobile,Battle Royale,Mobile,Indonesia,Asia,P006490,25-34,Female,Android,2026-06-25,14,201253,1610024,153608.81,65388.38,2352,27.8,83.99,4.5,No,Yes
G001,PUBG Mobile,Battle Royale,PC,Japan,Asia,P006491,25-34,Male,iOS,2026-05-20,9,84574,930314,89398.73,77403.46,2504,30.91,37.1,3.9,No,Yes
G008,Undawn,RPG,Mobile,India,Asia,P006492,18-24,Male,iOS,2025-10-12,237,240869,2167821,171191.34,78873.12,4518,17.46,75.22,4.5,Yes,Yes
G006,Arena of Valor,MOBA,Mobile,India,Asia,P006493,35-44,Male,PC,2025-11-01,237,360436,2162616,230298.12,94364.45,2632,35.85,33.3,4.4,No,No
G003,CrossFire,FPS,PC,USA,North America,P006494,18-24,Female,PC,2025-02-03,22,443083,4873913,137041.59,94566.63,1180,80.14,39.93,3.7,Yes,Yes
G002,Speed Drifters,Racing,Mobile,Japan,Asia,P006495,45+,Male,Android,2025-09-02,131,321331,1606655,146636.14,92898.8,3115,29.82,83.07,4.4,No,Yes
G007,Undawn,RPG,Mobile,Japan,Asia,P006496,35-44,Female,Android,2025-05-09,45,228344,2055096,76094.78,36850.19,2694,13.68,39.16,4.8,No,No
G007,Honor of Kings,MOBA,Mobile,China,Asia,P006497,45+,Female,iOS,2025-11-16,32,465622,8381196,55611.03,28321.56,4274,6.63,26.6,4.7,Yes,Yes
G001,League of Legends,MOBA,Mobile,South Korea,Asia,P006498,45+,Female,PC,2025-02-19,128,125849,1006792,158568.72,81056.92,3937,20.59,76.18,4.9,Yes,No
G002,PUBG Mobile,Battle Royale,PC,Japan,Asia,P006499,45+,Female,PC,2025-12-29,16,280049,2520441,228751.72,174369.76,2841,61.38,72.31,3.7,Yes,No
G007,Speed Drifters,Racing,PC,Indonesia,Asia,P006500,25-34,Female,PC,2025-10-08,161,84005,1428085,114285.88,82190.35,4204,19.55,88.5,3.6,No,No
G010,Honor of Kings,MOBA,PC,Pakistan,Asia,P006501,45+,Male,PC,2025-08-15,37,298994,5381892,244135.33,126849.63,4095,30.98,44.48,3.8,Yes,No
G009,Arena of Valor,MOBA,PC,China,Asia,P006502,13-17,Female,iOS,2026-02-06,229,278690,2229520,101282.31,60456.79,4149,14.57,67.52,3.8,No,No
G004,Chess Rush,Strategy,PC,Germany,Europe,P006503,25-34,Male,iOS,2026-01-13,76,434791,8695820,141931.56,82327.21,4363,18.87,84.28,5.0,No,No
G008,Speed Drifters,Racing,PC,China,Asia,P006504,18-24,Male,Android,2025-02-15,88,372897,1864485,140799.07,93609.25,395,236.99,61.72,4.1,No,No
G002,Honor of Kings,MOBA,Mobile,Japan,Asia,P006505,25-34,Male,PC,2026-05-20,215,414810,5392530,189134.8,87847.5,611,143.78,31.18,4.2,No,Yes
G007,Arena of Valor,MOBA,Mobile,China,Asia,P006506,45+,Male,iOS,2026-02-15,10,6272,62720,217328.12,178394.28,394,452.78,45.53,3.7,Yes,Yes
G008,Speed Drifters,Racing,Mobile,Indonesia,Asia,P006507,25-34,Male,iOS,2025-08-10,209,413441,6201615,208552.64,147048.76,4949,29.71,67.37,4.6,No,No
